admin2_name,admin2_pcode,admin1_name,admin1_pcode,admin0_name,admin0_pcode,number_of_named_languages,main_language,main_language_share,main_first_language,main_first_language_share,main_second_language,main_second_language_share,Ukrainian,Russian,Belarusian,Romanian,Bulgarian,Hungarian,Azeri,Armenian,Georgian,Gagauz,Crimean Tatar,Tatar,Romani,German,Polish,English,French,Other,Ukrainian L1,Russian L1,Belarusian L1,Romanian L1,Azeri L1,Armenian L1,Georgian L1,Bulgarian L1,Gagauz L1,Crimean Tatar L1,Tatar L1,Hungarian L1,Romani L1,Other L1,None L2,Ukrainian L2,Russian L2,Belarussian L2,Romanian L2,Bulgarian L2,German L2,Polish L2,Hungarian L2,English L2,French L2,Other L2,pop_total,pop_male,pop_female,literacy_all,literacy_male,literacy_female,language_data_yn,data_confidence,notes
#adm2+name,#adm2+code,#adm1+name,#adm1+code,#country+name,#country+code,#indicator+lang+num,#indicator+lang+main,#indicator+lang+main+pct,#indicator+first+lang+main,#indicator+first+lang+main+pct,#indicator+second+lang+main,#indicator+second+lang+main+pct,#indicator+lang+pct+iso639-3_ukr,#indicator+lang+pct+iso639-3_rus,#indicator+lang+pct+iso639-3_bel,#indicator+lang+pct+iso639-3_ron,#indicator+lang+pct+iso639-3_bul,#indicator+lang+pct+iso639-3_hun,#indicator+lang+pct+iso639-3_azj,#indicator+lang+pct+iso639-3_hyw,#indicator+lang+pct+iso639-3_kat,#indicator+ang+pct+iso639-3_gag,#indicator+lang+pct+iso639-3_crh,#indicator+lang+pct+iso639-3_tat,#indicator+lang+pct+iso639-3_ron,#indicator+lang+pct+iso639-3_deu,#indicator+lang+pct+iso639-3_pol,#indicator+lang+pct+iso639-3_eng,#indicator+lang+pct+iso639-3_fra,#indicator+lang+pct+iso639-3_unknown,#indicator+lang+pct+iso639-3_ukr,#indicator+first+lang+pct+iso639-3_rus,#indicator+first+lang+pct+iso639-3_bel,#indicator+first+lang+pct+iso639-3_ron,#indicator+first+lang+pct+iso639-3_azj,#indicator+first+lang+pct+iso639-3_hyw,#indicator+first+lang+pct+iso639-3_kat,#indicator+first+lang+pct+iso639-3_bul,#indicator+first+ang+pct+iso639-3_gag,#indicator+first+lang+pct+iso639-3_crh,#indicator+first+lang+pct+iso639-3_tat,#indicator+first+lang+pct+iso639-3_hun,#indicator+first+lang+pct+iso639-3_ron,#indicator+first+lang+pct+iso639-3_unknown,#indicator+second+lang+pct+none,#indicator+second+lang+pct+iso639-3_ukr,#indicator+second+lang+pct+iso639-3_rus,#indicator+second+lang+pct+iso639-3_bel,#indicator+second+lang+pct+iso639-3_ron,#indicator+second+lang+pct+iso639-3_bul,#indicator+second+lang+pct+iso639-3_deu,#indicator+second+lang+pct+iso639-3_pol,#indicator+second+lang+pct+iso639-3_hun,#indicator+second+lang+pct+iso639-3_eng,#indicator+second+lang+pct+iso639-3_fra,#indicator+second+lang+pct+iso639-3_unknown,#population+total,#population+m+total,#population+f+total,#population+total+pct+literate+age12up,#population+m+pct+literate+age12up,#population+f+pct+literate+age12up,#meta+data+bool,#meta+confidence,#meta+text
Lebedyn raion,804059022,Sumska oblast,804059,Ukraine,UA,5,Ukrainian,0.984,Ukrainian,0.956,Russian,0.401,0.984,0.443,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.956,0.041,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.568,0.028,0.401,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,28010,12900,15110,0.990,0.996,0.986,Yes,Medium,
Shostka raion,804059023,Sumska oblast,804059,Ukraine,UA,6,Ukrainian,0.966,Ukrainian,0.873,Russian,0.515,0.966,0.638,0.001,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.000,0.000,0.000,0.002,0.873,0.123,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.388,0.093,0.515,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.002,24940,11350,13590,0.994,0.998,0.990,Yes,Medium,
Lypova Dolyna raion,804059024,Sumska oblast,804059,Ukraine,UA,5,Ukrainian,0.997,Ukrainian,0.980,Russian,0.490,0.997,0.508,0.000,0.001,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.980,0.018,0.000,0.001,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.490,0.017,0.490,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,23500,10880,12620,0.991,0.993,0.988,Yes,Medium,
Seredyna-Buda raion,804059025,Sumska oblast,804059,Ukraine,UA,6,Russian,0.916,Russian,0.803,Ukrainian,0.424,0.619,0.916,0.002,0.000,0.002,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.001,0.196,0.803,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.455,0.424,0.113,0.002,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.001,21020,9710,11310,0.988,0.995,0.982,Yes,Medium,
Ternopil city,804061001,Ternopilska oblast,804061,Ukraine,UA,9,Ukrainian,0.994,Ukrainian,0.962,Russian,0.266,0.994,0.300,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.021,0.041,0.003,0.007,0.962,0.034,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.622,0.032,0.266,0.000,0.000,0.000,0.010,0.021,0.000,0.041,0.003,0.005,232310,108710,123600,0.998,0.999,0.997,Yes,Medium,
Chrotkiv raion,804061002,Ternopilska oblast,804061,Ukraine,UA,6,Ukrainian,0.997,Ukrainian,0.984,Russian,0.133,0.997,0.147,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.015,0.009,0.001,0.003,0.984,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.825,0.013,0.133,0.000,0.000,0.000,0.003,0.015,0.000,0.009,0.001,0.002,80740,37140,43600,0.993,0.996,0.990,Yes,Medium,
Borshchiv raion,804061003,Ternopilska oblast,804061,Ukraine,UA,8,Ukrainian,0.999,Ukrainian,0.991,Russian,0.172,0.999,0.179,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.002,0.011,0.004,0.000,0.002,0.991,0.006,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.801,0.008,0.172,0.000,0.000,0.000,0.002,0.011,0.000,0.004,0.000,0.001,76350,35990,40360,0.986,0.993,0.980,Yes,Medium,
Kremenets raion,804061004,Ternopilska oblast,804061,Ukraine,UA,8,Ukrainian,0.998,Ukrainian,0.987,Russian,0.341,0.998,0.352,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.010,0.007,0.001,0.002,0.987,0.011,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.626,0.011,0.341,0.000,0.001,0.000,0.002,0.010,0.000,0.007,0.001,0.001,73760,34360,39400,0.986,0.995,0.978,Yes,Medium,
Terebovlia raion,804061005,Ternopilska oblast,804061,Ukraine,UA,7,Ukrainian,0.999,Ukrainian,0.993,Russian,0.137,0.999,0.142,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.015,0.006,0.000,0.003,0.993,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.832,0.006,0.137,0.000,0.000,0.000,0.002,0.015,0.000,0.006,0.000,0.002,72080,33800,38280,0.994,0.997,0.991,Yes,Medium,
Husiatyn raion,804061006,Ternopilska oblast,804061,Ukraine,UA,7,Ukrainian,0.998,Ukrainian,0.993,Russian,0.138,0.998,0.142,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.010,0.003,0.000,0.002,0.993,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.840,0.005,0.138,0.000,0.000,0.000,0.004,0.010,0.000,0.003,0.000,0.001,68410,32280,36130,0.995,0.996,0.994,Yes,Medium,
Buchach raion,804061007,Ternopilska oblast,804061,Ukraine,UA,5,Ukrainian,0.999,Ukrainian,0.997,Russian,0.123,0.999,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.008,0.007,0.000,0.001,0.997,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.856,0.003,0.123,0.000,0.000,0.000,0.003,0.008,0.000,0.007,0.000,0.001,64970,30830,34140,0.993,0.997,0.988,Yes,Medium,
Ternopil raion,804061008,Ternopilska oblast,804061,Ukraine,UA,5,Ukrainian,1.000,Ukrainian,0.995,Russian,0.064,1.000,0.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.009,0.008,0.000,0.001,0.995,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.910,0.005,0.064,0.000,0.000,0.000,0.003,0.009,0.000,0.008,0.000,0.001,61720,28960,32760,0.989,0.992,0.986,Yes,Medium,
Zbarazh raion,804061009,Ternopilska oblast,804061,Ukraine,UA,6,Ukrainian,0.994,Ukrainian,0.983,Russian,0.206,0.994,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.010,0.005,0.001,0.002,0.983,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.764,0.011,0.206,0.000,0.000,0.000,0.002,0.010,0.000,0.005,0.001,0.002,60640,27150,33490,0.988,0.996,0.982,Yes,Medium,
Zalischyky raion,804061010,Ternopilska oblast,804061,Ukraine,UA,7,Ukrainian,0.999,Ukrainian,0.995,Russian,0.150,0.999,0.153,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.003,0.009,0.005,0.000,0.002,0.995,0.003,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.827,0.004,0.150,0.000,0.000,0.000,0.003,0.009,0.000,0.005,0.000,0.001,53400,24410,28990,0.992,0.996,0.988,Yes,Medium,
Zboriv raion,804061011,Ternopilska oblast,804061,Ukraine,UA,5,Ukrainian,1.000,Ukrainian,0.996,Russian,0.127,1.000,0.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.009,0.007,0.000,0.002,0.996,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.852,0.003,0.127,0.000,0.000,0.000,0.001,0.009,0.000,0.007,0.000,0.001,48050,22440,25610,0.991,0.996,0.988,Yes,Medium,
Pidvolochysk raion,804061012,Ternopilska oblast,804061,Ukraine,UA,6,Ukrainian,1.000,Ukrainian,0.994,Russian,0.101,1.000,0.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.003,0.025,0.004,0.000,0.002,0.994,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.860,0.006,0.101,0.000,0.000,0.000,0.003,0.025,0.000,0.004,0.000,0.002,46670,21540,25130,0.994,0.999,0.990,Yes,Medium,
Berezhany raion,804061013,Ternopilska oblast,804061,Ukraine,UA,5,Ukrainian,0.998,Ukrainian,0.991,Russian,0.115,0.998,0.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.018,0.012,0.000,0.002,0.991,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.839,0.007,0.115,0.000,0.000,0.000,0.007,0.018,0.000,0.012,0.000,0.002,44300,20970,23330,0.992,0.996,0.987,Yes,Medium,
Kozova raion,804061014,Ternopilska oblast,804061,Ukraine,UA,6,Ukrainian,1.000,Ukrainian,0.997,Russian,0.096,1.000,0.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.016,0.011,0.002,0.003,0.997,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.865,0.003,0.096,0.000,0.000,0.000,0.004,0.016,0.000,0.011,0.002,0.003,41260,19030,22230,0.991,0.997,0.986,Yes,Medium,
Shumsk raion,804061015,Ternopilska oblast,804061,Ukraine,UA,6,Ukrainian,1.000,Ukrainian,0.996,Russian,0.321,1.000,0.324,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.005,0.003,0.001,0.001,0.996,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.663,0.004,0.321,0.000,0.000,0.000,0.003,0.005,0.000,0.003,0.001,0.000,37950,17850,20100,0.982,0.995,0.970,Yes,Medium,
Monastyryska raion,804061016,Ternopilska oblast,804061,Ukraine,UA,7,Ukrainian,0.999,Ukrainian,0.996,Russian,0.107,0.999,0.109,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.016,0.007,0.001,0.001,0.996,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.861,0.003,0.107,0.000,0.000,0.000,0.003,0.016,0.000,0.007,0.001,0.001,34730,16030,18700,0.993,0.997,0.989,Yes,Medium,
Lanivtsi raion,804061017,Ternopilska oblast,804061,Ukraine,UA,8,Ukrainian,0.997,Ukrainian,0.991,Russian,0.248,0.997,0.255,0.001,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.001,0.001,0.000,0.991,0.007,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.737,0.006,0.248,0.000,0.000,0.000,0.003,0.003,0.000,0.001,0.001,0.000,33670,15620,18050,0.978,0.995,0.964,Yes,Medium,
Pidhaitsi raion,804061018,Ternopilska oblast,804061,Ukraine,UA,4,Ukrainian,1.000,Ukrainian,0.999,Russian,0.012,1.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.003,0.000,0.000,0.002,0.999,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.980,0.001,0.012,0.000,0.000,0.000,0.001,0.003,0.000,0.000,0.000,0.002,23000,10350,12650,0.989,0.990,0.989,Yes,Medium,
Kharkiv municipality,804063001,Kharkivska oblast,804063,Ukraine,UA,11,Russian,0.922,Russian,0.666,Ukrainian,0.497,0.819,0.922,0.002,0.000,0.001,0.000,0.002,0.002,0.001,0.000,0.000,0.000,0.000,0.005,0.001,0.029,0.002,0.011,0.321,0.666,0.001,0.000,0.002,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.205,0.497,0.256,0.001,0.000,0.000,0.005,0.001,0.000,0.029,0.002,0.005,1478840,681870,796970,0.998,0.999,0.998,Yes,Medium,
Kharkiv region raion,804063002,Kharkivska oblast,804063,Ukraine,UA,10,Ukrainian,0.921,Ukrainian,0.648,Russian,0.482,0.921,0.828,0.002,0.001,0.001,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.005,0.000,0.005,0.648,0.345,0.001,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.234,0.273,0.482,0.001,0.000,0.000,0.001,0.000,0.000,0.005,0.000,0.004,189510,87470,102040,0.993,0.996,0.991,Yes,Medium,
Derhachi raion,804063003,Kharkivska oblast,804063,Ukraine,UA,11,Ukrainian,0.936,Ukrainian,0.791,Russian,0.598,0.936,0.801,0.003,0.001,0.001,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.001,0.001,0.000,0.003,0.000,0.003,0.791,0.203,0.002,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.249,0.145,0.598,0.001,0.001,0.000,0.001,0.000,0.000,0.003,0.000,0.002,99230,45270,53960,0.997,0.998,0.996,Yes,Medium,
Balakliia raion,804063004,Kharkivska oblast,804063,Ukraine,UA,10,Ukrainian,0.939,Ukrainian,0.703,Russian,0.486,0.939,0.775,0.002,0.001,0.001,0.000,0.001,0.002,0.001,0.000,0.000,0.000,0.002,0.000,0.000,0.003,0.000,0.003,0.703,0.289,0.001,0.000,0.001,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.002,0.001,0.270,0.236,0.486,0.001,0.001,0.000,0.000,0.000,0.000,0.003,0.000,0.002,94380,45060,49320,0.991,0.996,0.987,Yes,Medium,
Zmiiv raion,804063005,Kharkivska oblast,804063,Ukraine,UA,7,Ukrainian,0.942,Ukrainian,0.769,Russian,0.575,0.942,0.801,0.003,0.000,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.002,0.000,0.004,0.769,0.226,0.002,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.244,0.174,0.575,0.001,0.000,0.000,0.001,0.000,0.000,0.002,0.000,0.003,81220,37160,44060,0.996,0.998,0.993,Yes,Medium,
Lozova municipality,804063006,Kharkivska oblast,804063,Ukraine,UA,10,Ukrainian,0.940,Ukrainian,0.805,Russian,0.592,0.940,0.780,0.001,0.001,0.001,0.000,0.001,0.002,0.000,0.000,0.000,0.000,0.002,0.002,0.000,0.004,0.000,0.003,0.805,0.188,0.000,0.000,0.001,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.001,0.264,0.135,0.592,0.001,0.000,0.000,0.002,0.000,0.000,0.004,0.000,0.002,75460,35060,40400,0.996,0.997,0.995,Yes,Medium,
"Zachepylivka raion, Pervomaiskyi raion, Sakhnovschyna raion",804063007,Kharkivska oblast,804063,Ukraine,UA,9,Ukrainian,0.969,Ukrainian,0.811,Russian,0.475,0.969,0.656,0.005,0.001,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.002,0.000,0.006,0.811,0.180,0.004,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.359,0.158,0.475,0.001,0.000,0.000,0.001,0.001,0.000,0.002,0.000,0.003,64460,29790,34670,0.990,0.997,0.983,Yes,Medium,
Kupiansk municipality,804063008,Kharkivska oblast,804063,Ukraine,UA,5,Ukrainian,0.921,Ukrainian,0.735,Russian,0.487,0.921,0.749,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.004,0.000,0.003,0.735,0.262,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.318,0.186,0.487,0.000,0.000,0.000,0.001,0.000,0.000,0.004,0.000,0.002,63440,29520,33920,0.996,0.997,0.995,Yes,Medium,
Izium city,804063009,Kharkivska oblast,804063,Ukraine,UA,6,Ukrainian,0.950,Ukrainian,0.756,Russian,0.583,0.950,0.819,0.001,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.003,0.000,0.005,0.756,0.236,0.001,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.214,0.194,0.583,0.000,0.000,0.000,0.002,0.000,0.000,0.003,0.000,0.003,57390,25600,31790,0.996,0.997,0.995,Yes,Medium,
Vovchansk raion,804063010,Kharkivska oblast,804063,Ukraine,UA,11,Ukrainian,0.968,Ukrainian,0.865,Russian,0.618,0.968,0.739,0.003,0.001,0.001,0.000,0.003,0.002,0.001,0.000,0.000,0.000,0.004,0.001,0.000,0.002,0.000,0.005,0.865,0.121,0.002,0.001,0.003,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.004,0.000,0.270,0.103,0.618,0.001,0.000,0.000,0.001,0.000,0.000,0.002,0.000,0.004,55200,25360,29840,0.991,0.997,0.986,Yes,Medium,
Chuhuiv raion,804063011,Kharkivska oblast,804063,Ukraine,UA,10,Ukrainian,0.820,Russian,0.533,Ukrainian,0.362,0.820,0.820,0.002,0.002,0.001,0.001,0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.003,0.000,0.006,0.458,0.533,0.001,0.001,0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.002,0.341,0.362,0.287,0.000,0.001,0.000,0.001,0.000,0.000,0.003,0.000,0.004,51340,23880,27460,0.989,0.996,0.984,Yes,Medium,
Krasnohrad raion,804063012,Kharkivska oblast,804063,Ukraine,UA,8,Ukrainian,0.955,Ukrainian,0.777,Russian,0.489,0.955,0.705,0.003,0.002,0.001,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.002,0.000,0.004,0.777,0.216,0.002,0.001,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.325,0.178,0.489,0.001,0.001,0.000,0.002,0.000,0.000,0.002,0.000,0.003,49450,22990,26460,0.994,0.996,0.993,Yes,Medium,
Bohodukhiv raion,804063013,Kharkivska oblast,804063,Ukraine,UA,7,Ukrainian,0.977,Ukrainian,0.930,Russian,0.562,0.977,0.624,0.002,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.001,0.000,0.001,0.930,0.062,0.002,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.386,0.048,0.562,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.000,0.001,48200,22420,25780,0.991,0.993,0.990,Yes,Medium,
"Kolomak raion, Krasnokutsk raion",804063014,Kharkivska oblast,804063,Ukraine,UA,8,Ukrainian,0.984,Ukrainian,0.950,Russian,0.605,0.984,0.647,0.004,0.001,0.001,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.005,0.950,0.043,0.003,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.351,0.035,0.605,0.001,0.001,0.000,0.001,0.000,0.000,0.001,0.000,0.005,41860,19010,22850,0.991,0.997,0.986,Yes,Medium,
Novo Vodolaha raion,804063015,Kharkivska oblast,804063,Ukraine,UA,8,Ukrainian,0.921,Ukrainian,0.776,Russian,0.399,0.921,0.614,0.003,0.000,0.001,0.000,0.004,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.004,0.000,0.005,0.776,0.215,0.002,0.000,0.004,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.445,0.145,0.399,0.001,0.000,0.000,0.001,0.000,0.000,0.004,0.000,0.005,40830,19170,21660,0.991,0.995,0.987,Yes,Medium,
"Velykyi Burluk raion, Pechenihy raion",804063016,Kharkivska oblast,804063,Ukraine,UA,9,Ukrainian,0.952,Ukrainian,0.797,Russian,0.429,0.952,0.627,0.003,0.001,0.001,0.001,0.000,0.001,0.002,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.002,0.797,0.197,0.002,0.000,0.000,0.001,0.002,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.412,0.155,0.429,0.001,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.002,39640,18390,21250,0.989,0.998,0.981,Yes,Medium,
Chuhuiv municipality,804063017,Kharkivska oblast,804063,Ukraine,UA,10,Russian,0.946,Russian,0.703,Ukrainian,0.523,0.815,0.946,0.002,0.000,0.002,0.000,0.000,0.002,0.001,0.000,0.000,0.001,0.000,0.004,0.001,0.016,0.000,0.005,0.292,0.703,0.001,0.000,0.000,0.002,0.001,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.207,0.523,0.242,0.002,0.000,0.001,0.004,0.001,0.000,0.016,0.000,0.004,38940,18250,20690,0.997,0.998,0.995,Yes,Medium,
Valky raion,804063018,Kharkivska oblast,804063,Ukraine,UA,10,Ukrainian,0.985,Ukrainian,0.943,Russian,0.562,0.985,0.613,0.003,0.001,0.001,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.001,0.002,0.943,0.052,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.391,0.041,0.562,0.001,0.000,0.000,0.001,0.000,0.000,0.001,0.001,0.002,37190,16750,20440,0.992,0.996,0.989,Yes,Medium,
Lozova raion,804063019,Kharkivska oblast,804063,Ukraine,UA,7,Ukrainian,0.962,Ukrainian,0.893,Russian,0.475,0.962,0.575,0.003,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.002,0.000,0.007,0.893,0.100,0.003,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.446,0.069,0.475,0.000,0.001,0.000,0.002,0.000,0.000,0.002,0.000,0.005,34790,16070,18720,0.995,0.998,0.993,Yes,Medium,
Zolochiv raion,804063020,Kharkivska oblast,804063,Ukraine,UA,7,Ukrainian,0.958,Ukrainian,0.848,Russian,0.639,0.958,0.783,0.002,0.000,0.000,0.000,0.001,0.003,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.004,0.848,0.144,0.002,0.000,0.001,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.247,0.109,0.639,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.000,0.002,34710,15800,18910,0.993,0.997,0.990,Yes,Medium,
Pervomaiskyi municipality,804063021,Kharkivska oblast,804063,Ukraine,UA,6,Russian,0.917,Russian,0.543,Ukrainian,0.384,0.840,0.917,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.005,0.000,0.002,0.456,0.543,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.231,0.384,0.373,0.001,0.000,0.000,0.003,0.000,0.000,0.005,0.000,0.002,34090,15780,18310,0.997,0.999,0.996,Yes,Medium,
Barvinkove raion,804063022,Kharkivska oblast,804063,Ukraine,UA,6,Ukrainian,0.974,Ukrainian,0.915,Russian,0.612,0.974,0.690,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.002,0.000,0.002,0.915,0.078,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.001,0.326,0.059,0.612,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.001,32710,15480,17230,0.991,0.998,0.985,Yes,Medium,
Kupiansk raion,804063023,Kharkivska oblast,804063,Ukraine,UA,7,Ukrainian,0.970,Ukrainian,0.907,Russian,0.575,0.970,0.664,0.002,0.001,0.002,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.003,0.907,0.089,0.001,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.356,0.063,0.575,0.002,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.002,30060,13850,16210,0.991,0.994,0.988,Yes,Medium,
